Crypto,Date,Open,High,Low,Close
ETH,9/21/21,3032.76,3105.01,2755.01,2765.16
ETH,9/20/21,3358.98,3364.47,2925.03,3019.11
ETH,9/19/21,3398.69,3456,3308.56,3359.13
ETH,9/18/21,3374.78,3539.62,3352.3,3398.69
ETH,9/17/21,3494.84,3592.39,3366.69,3378.01
ETH,9/16/21,3554.51,3674.37,3485.01,3487.77
ETH,9/15/21,3376.41,3570.83,3334.99,3551.43
ETH,9/14/21,3296.03,3409.2,3271.86,3377.76
ETH,9/13/21,3316.54,3440.8,3116,3295.57
ETH,9/12/21,3292.45,3468.57,3234.98,3316.89
ETH,9/11/21,3244.49,3346.56,3153.38,3293.97
ETH,9/10/21,3425.57,3512.95,3222.89,3250.96
ETH,9/9/21,3478.99,3567.72,3396.27,3424.95
ETH,9/8/21,3421.6,3541.54,3222.79,3473.72
ETH,9/7/21,3952,3969.33,2963.48,3415.04
ETH,9/6/21,3971.68,3980.59,3870,3949.99
ETH,9/5/21,3880.48,3972.39,3836.7,3972.05
ETH,9/4/21,3917.25,3970.01,3836.16,3880.55
ETH,9/3/21,3808.77,4027.56,3715.41,3917.19
ETH,9/2/21,3729.99,3841.52,3725.09,3811.26
ETH,9/1/21,3392.41,3776.01,3374.38,3730
ETH,8/31/21,3341.22,3472.31,3190.97,3392.83
ETH,8/30/21,3236,3347.51,3146.06,3342.39
ETH,8/29/21,3239.16,3284.56,3159.2,3236
ETH,8/28/21,3265.28,3286.25,3214.42,3239.14
ETH,8/27/21,3116.84,3275.51,3064,3264.37
ETH,8/26/21,3210,3251.71,3058.83,3116.84
ETH,8/25/21,3217.06,3250,3081.18,3210
ETH,8/24/21,3339.92,3359.59,3150.01,3216.7
ETH,8/23/21,3156.12,3378.21,3144.85,3339.98
ETH,8/22/21,3226.38,3274.71,3131,3156.96
ETH,8/21/21,3261.4,3309.99,3210.21,3226.38
ETH,8/20/21,3158.58,3299.64,3145.37,3260.97
ETH,8/19/21,3007.05,3163.23,2962.08,3157.16
ETH,8/18/21,3070.53,3128.29,2954.23,3007.34
ETH,8/17/21,3166.44,3292.1,3017.51,3072
ETH,8/16/21,3268.23,3334.17,3139.85,3164.98
ETH,8/15/21,3233.51,3287.85,3117.76,3261.22
ETH,8/14/21,3284.08,3331,3210.37,3233.92
ETH,8/13/21,3065.68,3296.78,2988.54,3281
ETH,8/12/21,3234.77,3241.96,2982.53,3061.61
ETH,8/11/21,3156.56,3272.74,3119.74,3236.2
ETH,8/10/21,3069.2,3231.74,3035.51,3156.55
ETH,8/9/21,2993.95,3186.63,2900.42,3071.56
ETH,8/8/21,3081.48,3189,2952.24,2988.72
ETH,8/7/21,2912.64,3173.53,2868.06,3081.75
ETH,8/6/21,2809.35,2948.78,2722.05,2911.7
ETH,8/5/21,2708.59,2825.89,2533.45,2803.67
ETH,8/4/21,2486.08,2723.17,2460.32,2708.97
ETH,8/3/21,2599.19,2636,2447.65,2487.41
ETH,8/2/21,2671,2677.26,2512.19,2597.51
ETH,8/1/21,2491.4,2698.14,2491.4,2670
ETH,7/31/21,2420.1,2498.41,2417.69,2490.81
ETH,7/30/21,2314.16,2449.06,2306.86,2419.57
ETH,7/29/21,2298.19,2337,2266.5,2314.17
ETH,7/28/21,2243,2343.29,2241.77,2301.1
ETH,7/27/21,2257.95,2318.42,2153.94,2242.77
ETH,7/26/21,2157.37,2429.17,2155.65,2260.97
ETH,7/25/21,2152.47,2194.22,2109.25,2157.66
ETH,7/24/21,2039.99,2199,2038.32,2151.04
ETH,7/23/21,2016.37,2092,1997.67,2039.45
ETH,7/22/21,1948.07,2044,1941.99,2016.29
ETH,7/21/21,1794.03,2026.18,1755.03,1947.62
ETH,7/20/21,1819.3,1838.65,1718.25,1794.03
ETH,7/19/21,1892.97,1926.76,1806.92,1819.3
ETH,7/18/21,1899.02,1990,1879.81,1895.28
ETH,7/17/21,1897.88,1917.96,1852.15,1899.02
ETH,7/16/21,1925.22,1961.49,1859.16,1902.35
ETH,7/15/21,1988.93,2038.32,1881.02,1925.09
ETH,7/14/21,1948.01,2017.49,1867.17,1989.35
ETH,7/13/21,2026.57,2043.12,1917.89,1949.46
ETH,7/12/21,2130.55,2171.69,2007.07,2026.57
ETH,7/11/21,2113.51,2153.12,2081.9,2130.87
ETH,7/10/21,2134.85,2190.85,2075.04,2095.08
ETH,7/9/21,2137.8,2185.59,2049.52,2134.85
ETH,7/8/21,2362.37,2362.37,2128.42,2137.8
ETH,7/7/21,2307.34,2407.35,2272.51,2362.01
ETH,7/6/21,2217.61,2347.96,2195.01,2310.85
ETH,7/5/21,2350.42,2386.14,2159.84,2217.31
ETH,7/4/21,2219.55,2371.52,2187.53,2350.42
ETH,7/3/21,2089,2238.38,2088.37,2219.55
ETH,7/2/21,2124,2138.73,2018.95,2089
ETH,7/1/21,2237.34,2282.98,2076.48,2117.6
ETH,6/30/21,2191.61,2282.02,2089.16,2239.11
ETH,6/29/21,2135.53,2242.02,2063.38,2191.26
ETH,6/28/21,1816.49,2142.69,1814.74,2135.01
ETH,6/27/21,1788.18,1892.12,1786.22,1816.34
ETH,6/26/21,1863.45,1865.83,1717.33,1767.57
ETH,6/25/21,2004.62,2019.97,1793.29,1867.87
ETH,6/24/21,1932.09,2035.61,1887.33,2007.27
ETH,6/23/21,1930.48,2043.01,1850.02,1931.56
ETH,6/22/21,1938.77,1996.72,1701.1,1930.48
ETH,6/21/21,2259.33,2275.73,1894.3,1941.23
ETH,6/20/21,2225.64,2261.99,2047.02,2254.99
ETH,6/19/21,2192.36,2277.06,2174.71,2225.64
ETH,6/18/21,2340.25,2378.39,2143.41,2194.37
ETH,6/17/21,2400.17,2457.61,2306.55,2343.23
ETH,6/16/21,2523.24,2563.96,2382.43,2402.42
ETH,6/15/21,2541.43,2639.23,2512.66,2522.43
ETH,6/14/21,2577.09,2608.27,2520.78,2541.84
ETH,6/13/21,2403.58,2562.82,2316.34,2562.82
ETH,6/12/21,2383.54,2438.98,2267.1,2403.58
ETH,6/11/21,2468.9,2490.9,2376.98,2383.54
ETH,6/10/21,2562.22,2621.95,2430.76,2467.85
ETH,6/9/21,2538.25,2626.27,2410.03,2563.27
ETH,6/8/21,2650.89,2663.01,2314.17,2537.01
ETH,6/7/21,2709.96,2846.38,2631.66,2651.31
ETH,6/6/21,2630.54,2747.44,2553.42,2706.96
ETH,6/5/21,2704.94,2814.62,2584.06,2627.47
ETH,6/4/21,2823.63,2870.01,2557.17,2702.23
ETH,6/3/21,2723.56,2887,2665.45,2819.99
ETH,6/2/21,2574.14,2799.39,2557.7,2723.52
ETH,6/1/21,2598.99,2737.96,2530.59,2577.58
ETH,5/31/21,2433.04,2677.51,2278.03,2595.82
ETH,5/30/21,2240.37,2477.15,2186.92,2437.73
ETH,5/29/21,2429.76,2567,2209.61,2237.97
ETH,5/28/21,2725.25,2789.64,2422.28,2424.99
ETH,5/27/21,2799.9,2889.51,2641.47,2725.92
ETH,5/26/21,2559.85,2910,2535,2791.65
ETH,5/25/21,2632.46,2751.98,2387.51,2552.11
ETH,5/24/21,2068.01,2679,2050.61,2623.97
ETH,5/23/21,2356.9,2382.66,1737.28,2073.14
ETH,5/22/21,2251.49,2482.37,2107.48,2356.38
ETH,5/21/21,2767.6,2939.63,2248.68,2248.8
ETH,5/20/21,2541.89,2993.64,2172.87,2761.8
ETH,5/19/21,3431,3465.99,1889.42,2535.67
ETH,5/18/21,3441.54,3564.21,3198.48,3434.23
ETH,5/17/21,3373.74,3589,3126.42,3440.1
ETH,5/16/21,3792.71,3878.01,3345.04,3360.34
ETH,5/15/21,3983.66,4133.31,3663.23,3794.99
ETH,5/14/21,3712,4175.68,3612.61,3990.47
ETH,5/13/21,4101.41,4241.63,3527,3714.2
ETH,5/12/21,4139.99,4372.35,3940.02,4104.21
ETH,5/11/21,3885.92,4140,3781.66,4140
ETH,5/10/21,3911.64,4209.43,3697.46,3899.32
ETH,5/9/21,3854.53,3980.33,3734.16,3909.82
ETH,5/8/21,3501.75,3863.54,3431.03,3852
ETH,5/7/21,3468.09,3588.14,3366.78,3501.77
ETH,5/6/21,3464.45,3607.59,3382.27,3467.85
ETH,5/5/21,3405.35,3484.01,3215.17,3467.44
ETH,5/4/21,3287.57,3492.19,3195.07,3409.65
ETH,5/3/21,2969,3339.24,2936.4,3288
ETH,5/2/21,2950.19,2976.97,2858,2969
ETH,5/1/21,2763.92,2951,2743.26,2949.51
ETH,4/30/21,2709,2799,2702.31,2763.92
ETH,4/29/21,2711.17,2799.99,2675.41,2712.8
ETH,4/28/21,2646,2748,2564.4,2708.01
ETH,4/27/21,2458.3,2680.29,2431.6,2649.25
ETH,4/26/21,2209,2531.25,2180,2463
ETH,4/25/21,2298.15,2355.54,2166.72,2214.89
ETH,4/24/21,2324.98,2370.26,2162.01,2295.99
ETH,4/23/21,2400,2447.35,2117.03,2323.83
ETH,4/22/21,2408.09,2643.3,2315.24,2408
ETH,4/21/21,2309.4,2467.23,2237.91,2405.01
ETH,4/20/21,2208.95,2330.5,2055.36,2307.28
ETH,4/19/21,2229.05,2279.28,2084.37,2206.66
ETH,4/18/21,2390.67,2396.05,1976.71,2226.09
ETH,4/17/21,2460.84,2496.82,2318.08,2390.93
ETH,4/16/21,2498.19,2548.39,2335.38,2460.83
ETH,4/15/21,2369.99,2499.99,2369.99,2499.5
ETH,4/14/21,2301,2399.07,2269.33,2369.54
ETH,4/13/21,2146.5,2315,2137.08,2301
ETH,4/12/21,2141.68,2199.62,2104.03,2145.92
ETH,4/11/21,2087.48,2163.94,2082.37,2144.51
ETH,4/10/21,2069.34,2194.68,2056.78,2090.86
ETH,4/9/21,2055.02,2100.41,2045,2070.83
ETH,4/8/21,1988,2077.13,1953.19,2054.91
ETH,4/7/21,2121.69,2126.17,1937.28,1983.56
ETH,4/6/21,2106.15,2149.55,2047.32,2122.45
ETH,4/5/21,2061.67,2129.92,2004.69,2104.42
ETH,4/4/21,2059.01,2091.55,1983.34,2061.67
ETH,4/3/21,2091,2143.99,2006.37,2061.32
ETH,4/2/21,1969.99,2105.81,1950.3,2092.13
ETH,4/1/21,1940.25,1982.53,1899.37,1969.99
ETH,3/31/21,1840.97,1940,1777.17,1940
ETH,3/30/21,1808.81,1858.98,1787.2,1840.99
ETH,3/29/21,1668.53,1840.51,1664.09,1806.4
ETH,3/28/21,1718.51,1731.63,1661.91,1667.28
ETH,3/27/21,1665.15,1718.52,1665.15,1718.5
ETH,3/26/21,1604.02,1675,1580.08,1664.68
ETH,3/25/21,1609.15,1620.81,1546.91,1603.41
ETH,3/24/21,1669.76,1740.91,1584.09,1615.01
ETH,3/23/21,1661.92,1720.84,1654.01,1672.34
ETH,3/22/21,1800.06,1810.37,1678.35,1678.35
ETH,3/21/21,1827.62,1837.75,1753.97,1800
ETH,3/20/21,1814.56,1868.08,1803.41,1827.61
ETH,3/19/21,1773.24,1839.98,1736.33,1817.85
ETH,3/18/21,1816.89,1848.95,1759.83,1774.49
ETH,3/17/21,1797.61,1839.1,1744.97,1817.47
ETH,3/16/21,1792.84,1818,1712.6,1797.41
ETH,3/15/21,1876.5,1893.09,1743.24,1791.32
ETH,3/14/21,1912.12,1938.52,1840,1876.05
ETH,3/13/21,1758.4,1942.37,1730.86,1911.71
ETH,3/12/21,1842,1846.61,1723.95,1758.32
ETH,3/11/21,1819.86,1842.34,1728.14,1840.5
ETH,3/10/21,1825.01,1877.07,1759.34,1816.73
ETH,3/9/21,1791.26,1857.47,1772.89,1825
ETH,3/8/21,1664,1793,1663.27,1790.92
ETH,3/7/21,1647.76,1693.7,1634.39,1664
ETH,3/6/21,1535.3,1669.66,1514.25,1642.7
ETH,3/5/21,1516.04,1548,1443.65,1535.09
ETH,3/4/21,1592.11,1624.67,1505.69,1516.45
ETH,3/3/21,1467.71,1655.19,1465.75,1595.02
ETH,3/2/21,1547,1605.03,1457.48,1467.94
ETH,3/1/21,1417.1,1563.99,1401.44,1547
ETH,2/28/21,1506.45,1509.95,1297.64,1416.12
ETH,2/27/21,1429.62,1526.9,1412.64,1507.11
ETH,2/26/21,1520,1562.66,1403,1429.31
ETH,2/25/21,1587.56,1669.99,1526.11,1526.11
ETH,2/24/21,1536.41,1714.96,1504.28,1591.57
ETH,2/23/21,1793.48,1802.44,1372.14,1539.99
ETH,2/22/21,1911.65,1939.7,870,1799.77
ETH,2/21/21,1963.56,1974.99,1836.83,1922.8
ETH,2/20/21,1957.92,2035.95,1928.01,1968.81
ETH,2/19/21,1944.92,1974.67,1891.99,1957.91
ETH,2/18/21,1856.64,1949.72,1832.98,1944.68
ETH,2/17/21,1753,1854.09,1733.98,1854
ETH,2/16/21,1791.89,1825.11,1726,1753.24
ETH,2/15/21,1828.65,1835.02,1672.69,1792.02
ETH,2/14/21,1814.19,1851.8,1787.99,1828.54
ETH,2/13/21,1852.75,1873.28,1765.9,1814.5
ETH,2/12/21,1769,1861.74,1741.55,1851.59
ETH,2/11/21,1728,1817,1706.91,1769.92
ETH,2/10/21,1769.71,1837.84,1682,1727.99
ETH,2/9/21,1700.03,1822.24,1700.03,1769.73
ETH,2/8/21,1599.33,1774.62,1569.98,1702.98
ETH,2/7/21,1712,1719,1502.2,1602.5
ETH,2/6/21,1718.46,1743.59,1648.73,1710.88
ETH,2/5/21,1642.38,1762,1591.69,1721.71
ETH,2/4/21,1636.13,1696.88,1562.9,1642.51
ETH,2/3/21,1521.01,1650,1511.43,1633.45
ETH,2/2/21,1350.78,1539.88,1344.88,1516.43
ETH,2/1/21,1298.4,1351.96,1273.29,1348.97
ETH,1/31/21,1386.28,1391.57,1284.67,1296
ETH,1/30/21,1374.13,1409.55,1327.92,1385.72
ETH,1/29/21,1354.54,1438.01,1293.16,1375.79
ETH,1/28/21,1277.96,1358.04,1222.59,1350.38
ETH,1/27/21,1335,1375.47,1210.05,1275.28
ETH,1/26/21,1346.57,1375.27,1246,1335.01
ETH,1/25/21,1352,1473.54,1313.54,1345.18
ETH,1/24/21,1247.98,1365.55,1224.01,1353.24
ETH,1/23/21,1246.13,1272.56,1198.12,1248.5
ETH,1/22/21,1169.06,1273.92,1043.42,1243.67
ETH,1/21/21,1323.01,1389.16,1165.86,1174.95
ETH,1/20/21,1409.34,1424.99,1240.33,1323.76
ETH,1/19/21,1234.91,1436.47,1233.94,1410.55
ETH,1/18/21,1262.97,1267.46,1185.61,1234.03
ETH,1/17/21,1234.3,1265.55,1167.71,1260.64
ETH,1/16/21,1160.61,1290.89,1153.07,1228.99
ETH,1/15/21,1186.42,1253.18,1074.53,1160.75
ETH,1/14/21,1128.62,1246.02,1088.71,1189
ETH,1/13/21,1075.4,1127,986.67,1126.3
ETH,1/12/21,1035.76,1148.97,1005.99,1078.26
ETH,1/11/21,1269.58,1288.44,913.93,1035.1
ETH,1/10/21,1293,1349.99,1160.05,1269.99
ETH,1/9/21,1188.41,1296.27,1167.73,1292.24
ETH,1/8/21,1254.22,1273.17,1072.44,1190.64
ETH,1/7/21,1180.68,1288.82,1162,1251.5
ETH,1/6/21,1089.49,1210.04,1061.04,1183.71
ETH,1/5/21,1007.22,1134,976.68,1086.64
ETH,1/4/21,947.94,1165.58,891.24,1008.06
ETH,1/3/21,769,975.89,764.76,950.5
ETH,1/2/21,729.66,787.99,717.51,769
ETH,1/1/21,739.27,749.88,717.01,729.99
ETH,12/31/20,749,755.24,725.29,739.08
ETH,12/30/20,724.42,757.15,719.43,749.13
ETH,12/29/20,727.25,738.97,688.86,723.94
ETH,12/28/20,676.53,746.5,676.53,726.77
ETH,12/27/20,646.98,714.52,625,676.41
ETH,12/26/20,618.87,651.83,616.05,647
ETH,12/25/20,604.61,633.24,604.59,618.92
ETH,12/24/20,597.37,609.95,550,605.1
ETH,12/23/20,622.4,637.95,592.7,597.37
ETH,12/22/20,618.41,634.13,587.85,622.83
ETH,12/21/20,632.71,648,599.11,618.46
ETH,12/20/20,666.53,666.88,631.38,634.8
ETH,12/19/20,651.21,669,646.97,666.95
ETH,12/18/20,641.05,663.74,630.01,651.36
ETH,12/17/20,630,676.29,628.56,641.26
ETH,12/16/20,589.03,632.64,581.5,629.38
ETH,12/15/20,586.2,596.49,579.31,588.63
ETH,12/14/20,591.71,592.78,576.06,586.06
ETH,12/13/20,570.95,595,564.23,591.64
ETH,12/12/20,549.44,571.84,543.5,570.91
ETH,12/11/20,563.72,564.41,536.01,549.44
ETH,12/10/20,575.91,577.51,548.29,563.66
ETH,12/9/20,565.86,577.96,530.45,576.17
ETH,12/8/20,588.47,594.99,560.39,566.01
ETH,12/7/20,599.41,603.77,584.76,588.61
ETH,12/6/20,592.21,607.36,584,599.42
ETH,12/5/20,580.8,597.55,561.52,592.41
ETH,12/4/20,615.43,620,578.74,581.81
ETH,12/3/20,600,624,587.57,615.43
ETH,12/1/20,605.59,636.31,568.32,604.51
ETH,11/30/20,568.4,614.07,563.98,605.2
ETH,11/29/20,544.02,569.83,531.6,566.54
ETH,11/28/20,515.99,548.5,507.1,543.92
ETH,11/27/20,515.1,530.8,494.37,515.87
ETH,11/26/20,577.39,579.7,481.32,512.59
ETH,11/25/20,600.08,606.39,574.77,578.49
ETH,11/24/20,606.14,622.72,593,601.02
ETH,11/23/20,572.66,608.47,551.12,606.93
ETH,11/22/20,544.32,576.15,512.1,573.94
ETH,11/21/20,509.05,545.45,503.66,544.31
ETH,11/20/20,473,514.53,469.62,508.87
ETH,11/19/20,474.59,481.99,465.52,472.98
ETH,11/18/20,480.89,494.99,460.01,474.31
ETH,11/17/20,459.66,484.9,458.46,480.99
ETH,11/16/20,444.01,465.99,440.5,459.25
ETH,11/15/20,460.06,463.95,442.01,444
ETH,11/14/20,472.29,478.38,452.75,460.06
ETH,11/13/20,463.2,474.85,458.39,472.28
ETH,11/12/20,466.51,470,452.96,462.55
ETH,11/11/20,452.69,476.54,450.02,467.16
ETH,11/10/20,447.73,455,439.39,451.73
ETH,11/9/20,450.2,459.49,434.8,447.9
ETH,11/8/20,435.83,460.23,431,450.45
ETH,11/7/20,445.54,468.14,425,435.58
ETH,11/6/20,413.69,449.37,413.29,447.2
ETH,11/5/20,401.79,418,396.95,413.65
ETH,11/4/20,383.39,408.55,377.35,401.11
ETH,11/3/20,385.66,385.89,371.02,383.35
ETH,11/2/20,397.44,404.26,378.16,385.91
ETH,11/1/20,387.94,397.24,385.07,396.63
ETH,10/31/20,384.38,393.14,380.86,387.94
ETH,10/30/20,389.06,392,374.06,384.31
ETH,10/29/20,385.92,394.01,380.95,389.05
ETH,10/28/20,403.41,409.03,381.1,385.94
ETH,10/27/20,393,410.33,390.52,403.95
ETH,10/26/20,407.8,411.28,383.44,392.9
ETH,10/25/20,412,417.67,404.4,408.1
ETH,10/24/20,409,416.49,407.55,412.01
ETH,10/23/20,417.85,421.08,402.22,409.4
ETH,10/22/20,395.17,419.57,390.9,417.8
ETH,10/21/20,368.4,398.45,367.86,395.25
ETH,10/20/20,379.65,380.72,367.06,368.66
ETH,10/19/20,375.92,384.07,373.14,379.65
ETH,10/18/20,367.12,377.18,367.12,375.92
ETH,10/17/20,366.74,370.37,363.5,367.12
ETH,10/16/20,380.56,380.56,362.72,366.6
ETH,10/15/20,376.75,381.43,370.47,380.56
ETH,10/14/20,380.24,387.34,373.5,376.73
ETH,10/13/20,387.6,395.27,374.7,380.19
ETH,10/12/20,373.27,389.42,365.75,387.64
ETH,10/11/20,374.42,377.4,369.3,373.72
ETH,10/10/20,364.05,378.24,363.28,374.58
ETH,10/9/20,351.65,366,347.9,364.05
ETH,10/8/20,340.51,353.06,334.81,351.65
ETH,10/7/20,337.28,342.69,333.02,340.51
ETH,10/6/20,351.99,355,337,337.25
ETH,10/5/20,351.55,355.46,349.18,351.99
ETH,10/4/20,349.07,354.45,344,351.55
ETH,10/3/20,346.54,351.09,341.9,349.07
ETH,10/2/20,351.61,354.1,335.4,346.32
ETH,10/1/20,356.9,369.18,345.85,351.61
ETH,9/30/20,357.66,360.32,351.5,356.64
ETH,9/29/20,362.73,363.77,350.4,357.72
ETH,9/28/20,353.21,367.9,352.36,362.73
ETH,9/27/20,353.68,362.2,347.51,353.33
ETH,9/26/20,354.93,357.55,346.8,353.68
ETH,9/25/20,345.67,358,337.84,354.9
ETH,9/24/20,321.9,348.83,317.1,345.66
ETH,9/23/20,344.72,346.9,314.76,321.9
ETH,9/22/20,346.7,349.5,335.6,344.85
ETH,9/21/20,369.55,376.31,332.46,346.59
ETH,9/20/20,386.03,386.03,365.22,369.6
ETH,9/19/20,380.21,387.84,377.31,386.03
ETH,9/18/20,393.06,393.99,375.89,380.61
ETH,9/17/20,365.72,394.2,363.49,392.15
ETH,9/16/20,365.6,373.43,355.21,365.71
ETH,9/15/20,376.32,382,362.57,365.56
ETH,9/14/20,363,384.15,356.43,376.32
ETH,9/13/20,383.63,389.77,354,363
ETH,9/12/20,368.79,386.66,365.75,383.27
ETH,9/11/20,365.72,372.57,356,368.43
ETH,9/10/20,353.23,377.69,350.81,365.39
ETH,9/9/20,335.63,358.97,325.93,353.69
ETH,9/8/20,345.37,356.36,331.1,335.66
ETH,9/7/20,351.73,359.9,323.62,344.7
ETH,9/6/20,331.14,357.38,316.83,351.89
ETH,9/5/20,391.78,394.5,311.04,333.29
ETH,9/4/20,406.2,407.66,360.9,391.78
ETH,9/3/20,436.39,450,391,405.9
ETH,9/2/20,482,488.26,422.23,436.64
ETH,9/1/20,432.27,486,430.04,482.44
ETH,8/31/20,422.97,438.99,418.23,432.33
ETH,8/30/20,405.29,427.92,398.4,423
ETH,8/29/20,394.2,405.67,391.05,405.21
ETH,8/28/20,379.43,397.87,379,394.21
ETH,8/27/20,389.6,396.85,372.01,379.69
ETH,8/26/20,377.59,393.5,377.59,389.32
ETH,8/25/20,401.06,410.39,370.26,377.4
ETH,8/24/20,392.67,408.64,387.82,401.41
ETH,8/23/20,388.65,396.9,384.01,392.69
ETH,8/22/20,395.04,397,379.28,388.71
ETH,8/21/20,416.37,419.39,395.01,395.03
ETH,8/20/20,404.75,418.51,402.92,416.3
ETH,8/19/20,427.15,429.09,394.25,404.4
ETH,8/18/20,437.86,440.11,415.52,427.07
ETH,8/17/20,430.1,447.03,420.71,437.85
ETH,8/16/20,432.28,437.08,412.9,430.72
ETH,8/15/20,439,443.11,430.25,432.5
ETH,8/14/20,415.96,444.35,413.88,438.99
ETH,8/13/20,386.46,411.28,377.85,409.8
ETH,8/12/20,373,389.44,367.17,386.61
ETH,8/11/20,395.41,398.37,367.04,373.99
ETH,8/10/20,393.24,400,387.34,395.53
ETH,8/9/20,388.43,400.35,384.37,393.23
ETH,8/8/20,377.54,393.51,376.62,388.49
ETH,8/7/20,396.87,399,365.43,378.01
ETH,8/6/20,400.56,407.81,392.79,396.81
ETH,8/5/20,388.46,402,384.87,400.58
ETH,8/4/20,391,402.85,381.51,388.46
ETH,8/3/20,373.32,398.28,368.01,390.64
ETH,8/2/20,386.97,415.05,338.72,374.39
ETH,8/1/20,345.63,388.59,343.5,386.82
ETH,7/31/20,338.67,348.01,329.01,345.73
ETH,7/30/20,322.41,341.91,314.9,339.11
ETH,7/29/20,320.01,325.27,313.31,322.64
ETH,7/28/20,324.43,333.46,306.74,319.74
ETH,7/27/20,310.35,329.5,309.67,324.25
ETH,7/26/20,306.03,319.82,300.51,310.92
ETH,7/25/20,286.58,308.01,278.39,305.82
ETH,7/24/20,273.34,286.94,268.85,286.37
ETH,7/23/20,245.9,279.81,245.56,273.34
ETH,7/22/20,245.08,246.19,242.18,245.92
ETH,7/21/20,236.4,246.9,235.48,245.08
ETH,7/20/20,235.71,240,234.48,236.4
ETH,7/19/20,236.35,236.35,233.41,235.71
ETH,7/18/20,232.35,236.96,232.29,236.35
ETH,7/17/20,232.63,234.38,231.54,232.53
ETH,7/16/20,238.17,239.11,230.06,232.61
ETH,7/15/20,241.39,241.42,236.64,238.17
ETH,7/14/20,238.92,241.9,236.93,241.35
ETH,7/13/20,238.75,245.26,237.46,238.87
ETH,7/12/20,238.87,243.79,236.79,238.76
ETH,7/11/20,239.29,241.69,237.74,238.71
ETH,7/10/20,241.24,242.08,235.8,239.29
ETH,7/9/20,246.56,248.32,238.04,241.31
ETH,7/8/20,238.57,248.9,237.41,246.24
ETH,7/7/20,238.25,243.69,234.61,238.57
ETH,7/6/20,224.95,240.58,223.59,238.25
ETH,7/5/20,229.21,229.95,223.88,225.09
ETH,7/4/20,226.87,230.62,224.5,229.21
ETH,7/3/20,226.29,228.18,225.48,226.88
ETH,7/2/20,231.51,232.06,223.04,226.29
ETH,7/1/20,225.47,232.76,224.16,231.51
ETH,6/30/20,227.73,229.82,222.87,225.47
ETH,6/29/20,224.81,227.95,221.23,227.3
ETH,6/28/20,218.34,227.57,217.8,224.85
ETH,6/27/20,230.26,231.33,215.9,218.6
ETH,6/26/20,233.61,234.78,227.5,230.27
ETH,6/25/20,234.7,235.42,227.6,233.61
ETH,6/24/20,243.52,249.23,231.03,234.6
ETH,6/23/20,245.11,246.4,240.85,243.52
ETH,6/22/20,228.99,245.43,227.18,244.65
ETH,6/21/20,227.58,231,227.57,228.99
ETH,6/20/20,229.22,230.66,225.99,227.58
ETH,6/19/20,228.52,232.05,226.61,229.2
ETH,6/18/20,231.1,234.45,228.28,229.06
ETH,6/17/20,233.73,237.01,228.29,231.1
ETH,6/16/20,233.4,236.01,228.8,233.73
ETH,6/15/20,234.12,234.22,218.21,232.68
ETH,6/14/20,236.94,238.37,233.09,234.12
ETH,6/13/20,237.66,238.62,234.65,236.94
ETH,6/12/20,232.37,239.19,228.04,237.67
ETH,6/11/20,247.88,250.04,227.21,232.37
ETH,6/10/20,243.52,250.12,185.52,247.75
ETH,6/9/20,242.21,249.8,240.79,243.52
ETH,6/8/20,242.57,245.59,241.22,242.1
ETH,6/7/20,242.21,244.08,235,241.85
ETH,6/6/20,241.5,244.39,237.8,242.17
ETH,6/5/20,241.77,247.58,239.11,241
ETH,6/4/20,241.67,246.66,236.46,241.91
ETH,6/3/20,236.37,242.9,233.6,241.63
ETH,6/2/20,242.34,253.39,226.22,236.64
ETH,6/1/20,235.6,242.63,229.97,241.75
ETH,5/31/20,235.38,246.5,232.07,235.7
ETH,5/30/20,219.97,238.65,218.66,235.38
ETH,5/29/20,214.49,224.62,213.52,219.97
ETH,5/28/20,206.26,215.45,204.66,214.36
ETH,5/27/20,202.33,207.8,200.5,206.29
ETH,5/26/20,204.91,205,197.11,202.2
ETH,5/25/20,206.4,207.9,198.2,204.9
ETH,5/24/20,207.97,210.61,201.76,206.41
ETH,5/23/20,208.13,211.5,205,208.02
ETH,5/22/20,198.92,209.21,196.56,208.24
ETH,5/21/20,210.4,211.41,191.73,199.05
ETH,5/20/20,212.54,215.45,206.8,210.4
ETH,5/19/20,212.8,215.93,209.45,212.41
ETH,5/18/20,208.03,216.95,206.34,212.65
ETH,5/17/20,200.21,209.68,199.63,208.06
ETH,5/16/20,193.26,203.17,192.89,200.11
ETH,5/15/20,202.56,204.45,191.98,193.24
ETH,5/14/20,198.37,206.14,196.5,202.56
ETH,5/13/20,189.78,199.38,187.14,198.3
ETH,5/12/20,186.74,192.42,183.77,189.99
ETH,5/11/20,188.59,193.71,176.99,186.65
ETH,5/10/20,212.06,212.06,180.97,188.02
ETH,5/9/20,214.66,215.23,208.55,212.07
ETH,5/8/20,211.71,216.91,207.46,214.66
ETH,5/7/20,205.59,214.52,196.99,211.62
ETH,5/6/20,205.67,211.16,202.33,205.59
ETH,5/5/20,207.93,212.1,202.21,205.4
ETH,5/4/20,208.08,211.65,195.15,207.89
ETH,5/3/20,214.16,218.92,205.52,207.98
ETH,5/2/20,209.77,215.71,209.77,214.15
ETH,5/1/20,211.8,217.15,205.41,209.77
ETH,4/30/20,217,227.22,202.5,211.8
